,Time,Command,Righthip,Lefthip,Pitch
373,5575,-19.762000528287963,171.42857142857142,-181.05820105820106,
374,5588,-19.675347770462572,171.42857142857142,-181.05820105820106,
375,5601,-19.575395226790945,171.64285714285714,-181.05820105820106,-2.1875
376,5617,-19.43421966627063,171.42857142857142,-181.05820105820106,
377,5631,-19.294362257137177,171.21428571428572,-181.05820105820106,-2.1875
378,5648,-19.104211918681866,171.64285714285714,-181.05820105820106,
379,5661,-18.943890418768575,171.42857142857142,-181.05820105820106,-2.1875
380,5678,-18.714935427075613,171.21428571428572,-181.26984126984127,
381,5691,-18.525241031839073,171.21428571428572,-181.05820105820106,-2.1875
382,5710,-18.225507468107114,171.42857142857142,-181.05820105820106,-2.1875
383,5726,-17.952671371546767,171.64285714285714,-181.05820105820106,
384,5739,-17.717443416309806,171.42857142857142,-181.26984126984127,
385,5753,-17.450732108859608,171.21428571428572,-181.05820105820106,-2.1875
386,5769,-17.129180262118105,171.21428571428572,-181.05820105820106,-2.1875
387,5785,-16.79008963150772,171.42857142857142,-181.05820105820106,
388,5799,-16.47927055627767,171.42857142857142,-181.26984126984127,-2.1875
389,5815,-16.108244363316455,171.21428571428572,-181.26984126984127,
390,5828,-15.794622969024822,171.42857142857142,-181.05820105820106,
391,5842,-15.444943028653679,171.42857142857142,-181.05820105820106,
392,5855,-15.109392592059463,171.42857142857142,-181.26984126984127,
393,5868,-14.763628781445885,171.21428571428572,-181.26984126984127,
394,5882,-14.380113931589358,171.42857142857142,-181.05820105820106,-2.1875
395,5899,-13.899291234496419,171.42857142857142,-181.26984126984127,-2.1875
396,5915,-13.432065786505769,171.21428571428572,-181.26984126984127,-2.1875
397,5930,-12.981541924898476,171.21428571428572,-181.26984126984127,-2.1875
398,5947,-12.456847585615183,171.21428571428572,-181.26984126984127,
399,5960,-12.04586262170782,171.42857142857142,-181.05820105820106,-2.1875
400,5977,-11.496178358760407,171.21428571428572,-181.26984126984127,
401,5990,-11.066831221049608,171.21428571428572,-181.26984126984127,
402,6003,-10.630003326863571,171.21428571428572,-181.26984126984127,
403,6017,-10.151546032380253,171.42857142857142,-181.26984126984127,
404,6030,-9.700130244270033,171.21428571428572,-181.48148148148147,-2.1875
405,6047,-9.099971508364295,171.21428571428572,-181.26984126984127,
406,6060,-8.633892134535634,171.42857142857142,-181.26984126984127,-2.1875
407,6078,-7.978983974943623,171.0,-181.48148148148147,
408,6091,-7.49951497552252,171.21428571428572,-181.26984126984127,
409,6104,-7.014976589563058,171.21428571428572,-181.26984126984127,-2.1875
