Time,Command,Reading
1.4940,1733.00,9664
1.4970,1733.00,9664
1.5010,1733.00,9664
1.5050,1733.00,9648
1.5090,1733.00,9648
1.5130,1733.00,9648
1.5170,1733.00,9664
1.5200,1733.00,9680
1.5240,1733.00,9680
1.5280,1733.00,9664
1.5320,1733.00,9648
1.5360,1733.00,9664
1.5400,1733.00,9664
1.5430,1733.00,9680
1.5470,1733.00,9680
1.5510,1733.00,9664
1.5550,1733.00,9664
1.5590,1733.00,9632
1.5630,1733.00,9680
1.5660,1733.00,9680
1.5700,1733.00,9664
1.5740,1733.00,9648
1.5780,1733.00,9632
1.5820,1733.00,9664
1.5860,1733.00,9664
1.5890,1733.00,9680
1.5930,1733.00,9664
1.5970,1733.00,9648
1.6010,1733.00,9664
1.6050,1733.00,9648
1.6090,1733.00,9664
1.6120,1733.00,9648
1.6160,1733.00,9632
1.6200,1733.00,9680
1.6240,1733.00,9680
1.6280,1733.00,9680
1.6320,1733.00,9664
1.6350,1733.00,9648
1.6390,1733.00,9680
1.6430,1733.00,9680
1.6470,1733.00,9664
1.6510,1733.00,9632
1.6550,1733.00,9664
1.6580,1733.00,9664
1.6620,1733.00,9680
1.6660,1733.00,9664
1.6700,1733.00,9648
1.6740,1733.00,9648
1.6780,1733.00,9632
1.6810,1733.00,9664
1.6850,1733.00,9664
1.6890,1733.00,9664
1.6930,1733.00,9664
1.6970,1733.00,9648
1.7010,1733.00,9648
1.7040,1733.00,9648
1.7080,1733.00,9680
1.7120,1733.00,9696
1.7160,1733.00,9680
1.7200,1733.00,9648
1.7230,1733.00,9648
1.7270,1733.00,9664
1.7310,1733.00,9664
1.7350,1733.00,9664
1.7390,1733.00,9664
1.7430,1733.00,9664
1.7460,1733.00,9648
1.7500,1733.00,9632
1.7540,1733.00,9680
1.7580,1733.00,9680
1.7620,1733.00,9680
1.7660,1733.00,9664
1.7690,1733.00,9664
1.7730,1733.00,9664
1.7770,1733.00,9648
1.7810,1733.00,9680
1.7850,1733.00,9696
1.7890,1733.00,9680
1.7920,1733.00,9664
1.7960,1733.00,9648
1.8000,1733.00,9648
1.8040,1733.00,9664
1.8080,1733.00,9664
1.8120,1733.00,9664
1.8150,1733.00,9664
1.8190,1733.00,9648
1.8230,1733.00,9648
1.8270,1733.00,9664
1.8310,1733.00,9696
1.8350,1733.00,9696
1.8380,1733.00,9664
1.8420,1733.00,9648
1.8460,1733.00,9648
1.8500,1733.00,9648
1.8540,1733.00,9680
1.8580,1733.00,9680
1.8610,1733.00,9664
1.8650,1733.00,9648
1.8690,1733.00,9632
1.8730,1733.00,9664
1.8770,1733.00,9680
1.8810,1733.00,9664
1.8840,1733.00,9648
1.8880,1733.00,9648
1.8920,1733.00,9616
1.8960,1733.00,9648
1.9000,1733.00,9680
1.9040,1733.00,9696
1.9070,1733.00,9664
1.9110,1733.00,9648
1.9150,1733.00,9632
1.9190,1733.00,9664
1.9230,1733.00,9648
1.9270,1733.00,9664
1.9300,1733.00,9664
1.9340,1733.00,9664
1.9380,1733.00,9648
1.9420,1733.00,9648
1.9460,1733.00,9664
1.9500,1733.00,9680
1.9530,1733.00,9664
1.9570,1733.00,9632
1.9610,1733.00,9648
1.9650,1733.00,9664
1.9690,1733.00,9648
1.9730,1733.00,9680
1.9760,1733.00,9680
1.9800,1733.00,9664
1.9840,1733.00,9648
1.9880,1733.00,9632
1.9920,1733.00,9664
1.9950,1733.00,9680
1.9990,1733.00,9680
2.0030,1733.00,9648
2.0070,1733.00,9648
2.0110,1733.00,9664
2.0150,1733.00,9664
2.0180,1733.00,9680
2.0220,1733.00,9616
2.0260,1733.00,9680
2.0300,1733.00,9680
2.0340,1733.00,9680
2.0380,1733.00,9648
2.0410,1733.00,9648
2.0450,1733.00,9664
2.0490,1733.00,9664
2.0530,1733.00,9680
2.0570,1733.00,9648
2.0610,1733.00,9648
2.0640,1733.00,9648
2.0680,1733.00,9616
2.0720,1733.00,9664
2.0760,1733.00,9696
2.0800,1733.00,9664
2.0840,1733.00,9648
2.0870,1733.00,9568
2.0910,1733.00,9664
2.0950,1733.00,9680
2.0990,1733.00,9680
2.1030,1733.00,9648
2.1070,1733.00,9632
2.1100,1733.00,9664
2.1140,1733.00,9664
2.1180,1733.00,9680
2.1220,1733.00,9680
2.1260,1733.00,9664
2.1300,1733.00,9648
2.1330,1733.00,9616
2.1370,1733.00,9664
2.1410,1733.00,9664
2.1450,1733.00,9632
2.1490,1733.00,9664
2.1530,1733.00,9632
2.1560,1733.00,9664
2.1600,1733.00,9664
2.1640,1733.00,9680
2.1680,1733.00,9680
2.1720,1733.00,9664
2.1760,1733.00,9648
2.1790,1733.00,9648
2.1830,1733.00,9664
2.1870,1733.00,9696
2.1910,1733.00,9664
2.1950,1733.00,9648
2.1990,1733.00,9648
2.2020,1733.00,9648
2.2060,1733.00,9664
2.2100,1733.00,9680
2.2140,1733.00,9680
2.2180,1733.00,9648
2.2220,1733.00,9648
2.2250,1733.00,9632
2.2290,1733.00,9664
2.2330,1733.00,9680
2.2370,1733.00,9680
2.2410,1733.00,9648
2.2450,1733.00,9648
2.2480,1733.00,9664
2.2520,1733.00,9664
2.2560,1733.00,9680
2.2600,1733.00,9664
2.2640,1733.00,9664
2.2670,1733.00,9648
2.2710,1733.00,9632
2.2750,1733.00,9664
2.2790,1733.00,9664
2.2830,1733.00,9680
2.2870,1733.00,9664
2.2900,1733.00,9648
2.2940,1733.00,9648
2.2980,1733.00,9664
2.3020,1733.00,9680
2.3060,1733.00,9696
2.3100,1733.00,9680
2.3130,1733.00,9648
2.3170,1733.00,9648
2.3210,1733.00,9664
2.3250,1733.00,9680
2.3290,1733.00,9680
2.3330,1733.00,9648
2.3360,1733.00,9648
2.3400,1733.00,9648
2.3440,1733.00,9664
2.3480,1733.00,9680
2.3520,1733.00,9648
2.3560,1733.00,9664
2.3590,1733.00,9648
2.3630,1733.00,9648
2.3670,1733.00,9664
2.3710,1733.00,9680
2.3750,1733.00,9680
2.3790,1733.00,9648
2.3820,1733.00,9648
2.3860,1733.00,9648
2.3900,1733.00,9664
2.3940,1733.00,9680
2.3980,1733.00,9680
2.4020,1733.00,9664
2.4050,1733.00,9648
2.4090,1733.00,9632
2.4130,1733.00,9664
2.4170,1733.00,9664
2.4210,1733.00,9680
2.4250,1733.00,9664
2.4280,1733.00,9632
2.4320,1733.00,9664
